venue,conference_name,core_year,level,level_in_file,ranking_version_in_file,source_file,source_venue_col,undifferentiated_2010
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ACL,Association for Computational Linguistics,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ASE,Automated Software Engineering Conference,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
CAV,Computer Aided Verification,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
COLT,Conference on Learning Theory,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
DAC,Design Automation Conf,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
EMNLP,Empirical Methods in Natural Language Processing,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ECCV,European Conference on Computer Vision,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
VR,IEEE Conference on Virtual Reality and 3D User Interfaces,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
INFOCOM,IEEE International Conference on Computer Communications,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICCV,IEEE International Conference on Computer Vision,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICDM,IEEE International Conference on Data Mining,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICRA,IEEE International Conference on Robotics and Automation,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
FOCS,IEEE Symposium on Foundations of Computer Science,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
LICS,IEEE Symposium on Logic in Computer Science,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SP,IEEE Symposium on Security and Privacy,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICALP,International Colloquium on Automata Languages and Programming,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICAPS,International Conference on Automated Planning and Scheduling,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICDE,International Conference on Data Engineering,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
CHI,International Conference on Human Factors in Computing Systems,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICLR,International Conference on Learning Representations,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICML,International Conference on Machine Learning,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ICSE,International Conference on Software Engineering,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
VLDB,International Conference on Very Large Databases,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
IJCAI,International Joint Conference on Artificial Intelligence,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SoCG,International Symposium on Computational Geometry,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
HPCA,International Symposium on High Performance Computer Architecture,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
MICRO,International Symposium on Microarchitecture,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
WWW,International World Wide Web Conference,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SIGMETRICS,Measurement and Modeling of Computer Systems,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
AAAI,National Conference of the American Association for Artificial Intelligence,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SiggraphA,SIGGRAPH Asia,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
NDSS,Usenix Network and Distributed System Security Symposium,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
USENIX-Security,Usenix Security Symposium,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
11,,2010,A*+A,,,COREAstarA-2010.csv,0,True
12,,2010,A*+A,,,COREAstarA-2010.csv,0,True
13,,2010,A*+A,,,COREAstarA-2010.csv,0,True
15,,2010,A*+A,,,COREAstarA-2010.csv,0,True
17,,2010,A*+A,,,COREAstarA-2010.csv,0,True
18,,2010,A*+A,,,COREAstarA-2010.csv,0,True
19,,2010,A*+A,,,COREAstarA-2010.csv,0,True
24,,2010,A*+A,,,COREAstarA-2010.csv,0,True
25,,2010,A*+A,,,COREAstarA-2010.csv,0,True
26,,2010,A*+A,,,COREAstarA-2010.csv,0,True
27,,2010,A*+A,,,COREAstarA-2010.csv,0,True
29,,2010,A*+A,,,COREAstarA-2010.csv,0,True
30,,2010,A*+A,,,COREAstarA-2010.csv,0,True
52,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1825,,2010,A*+A,,,COREAstarA-2010.csv,0,True
32,,2010,A*+A,,,COREAstarA-2010.csv,0,True
33,,2010,A*+A,,,COREAstarA-2010.csv,0,True
37,,2010,A*+A,,,COREAstarA-2010.csv,0,True
38,,2010,A*+A,,,COREAstarA-2010.csv,0,True
41,,2010,A*+A,,,COREAstarA-2010.csv,0,True
46,,2010,A*+A,,,COREAstarA-2010.csv,0,True
48,,2010,A*+A,,,COREAstarA-2010.csv,0,True
49,,2010,A*+A,,,COREAstarA-2010.csv,0,True
55,,2010,A*+A,,,COREAstarA-2010.csv,0,True
56,,2010,A*+A,,,COREAstarA-2010.csv,0,True
58,,2010,A*+A,,,COREAstarA-2010.csv,0,True
63,,2010,A*+A,,,COREAstarA-2010.csv,0,True
65,,2010,A*+A,,,COREAstarA-2010.csv,0,True
66,,2010,A*+A,,,COREAstarA-2010.csv,0,True
67,,2010,A*+A,,,COREAstarA-2010.csv,0,True
69,,2010,A*+A,,,COREAstarA-2010.csv,0,True
82,,2010,A*+A,,,COREAstarA-2010.csv,0,True
84,,2010,A*+A,,,COREAstarA-2010.csv,0,True
85,,2010,A*+A,,,COREAstarA-2010.csv,0,True
76,,2010,A*+A,,,COREAstarA-2010.csv,0,True
79,,2010,A*+A,,,COREAstarA-2010.csv,0,True
80,,2010,A*+A,,,COREAstarA-2010.csv,0,True
81,,2010,A*+A,,,COREAstarA-2010.csv,0,True
94,,2010,A*+A,,,COREAstarA-2010.csv,0,True
97,,2010,A*+A,,,COREAstarA-2010.csv,0,True
98,,2010,A*+A,,,COREAstarA-2010.csv,0,True
106,,2010,A*+A,,,COREAstarA-2010.csv,0,True
108,,2010,A*+A,,,COREAstarA-2010.csv,0,True
111,,2010,A*+A,,,COREAstarA-2010.csv,0,True
113,,2010,A*+A,,,COREAstarA-2010.csv,0,True
114,,2010,A*+A,,,COREAstarA-2010.csv,0,True
115,,2010,A*+A,,,COREAstarA-2010.csv,0,True
117,,2010,A*+A,,,COREAstarA-2010.csv,0,True
119,,2010,A*+A,,,COREAstarA-2010.csv,0,True
123,,2010,A*+A,,,COREAstarA-2010.csv,0,True
126,,2010,A*+A,,,COREAstarA-2010.csv,0,True
130,,2010,A*+A,,,COREAstarA-2010.csv,0,True
120,,2010,A*+A,,,COREAstarA-2010.csv,0,True
137,,2010,A*+A,,,COREAstarA-2010.csv,0,True
139,,2010,A*+A,,,COREAstarA-2010.csv,0,True
141,,2010,A*+A,,,COREAstarA-2010.csv,0,True
147,,2010,A*+A,,,COREAstarA-2010.csv,0,True
150,,2010,A*+A,,,COREAstarA-2010.csv,0,True
153,,2010,A*+A,,,COREAstarA-2010.csv,0,True
179,,2010,A*+A,,,COREAstarA-2010.csv,0,True
180,,2010,A*+A,,,COREAstarA-2010.csv,0,True
168,,2010,A*+A,,,COREAstarA-2010.csv,0,True
173,,2010,A*+A,,,COREAstarA-2010.csv,0,True
174,,2010,A*+A,,,COREAstarA-2010.csv,0,True
191,,2010,A*+A,,,COREAstarA-2010.csv,0,True
196,,2010,A*+A,,,COREAstarA-2010.csv,0,True
192,,2010,A*+A,,,COREAstarA-2010.csv,0,True
197,,2010,A*+A,,,COREAstarA-2010.csv,0,True
199,,2010,A*+A,,,COREAstarA-2010.csv,0,True
200,,2010,A*+A,,,COREAstarA-2010.csv,0,True
202,,2010,A*+A,,,COREAstarA-2010.csv,0,True
213,,2010,A*+A,,,COREAstarA-2010.csv,0,True
218,,2010,A*+A,,,COREAstarA-2010.csv,0,True
220,,2010,A*+A,,,COREAstarA-2010.csv,0,True
221,,2010,A*+A,,,COREAstarA-2010.csv,0,True
225,,2010,A*+A,,,COREAstarA-2010.csv,0,True
232,,2010,A*+A,,,COREAstarA-2010.csv,0,True
279,,2010,A*+A,,,COREAstarA-2010.csv,0,True
287,,2010,A*+A,,,COREAstarA-2010.csv,0,True
294,,2010,A*+A,,,COREAstarA-2010.csv,0,True
299,,2010,A*+A,,,COREAstarA-2010.csv,0,True
307,,2010,A*+A,,,COREAstarA-2010.csv,0,True
314,,2010,A*+A,,,COREAstarA-2010.csv,0,True
325,,2010,A*+A,,,COREAstarA-2010.csv,0,True
331,,2010,A*+A,,,COREAstarA-2010.csv,0,True
334,,2010,A*+A,,,COREAstarA-2010.csv,0,True
337,,2010,A*+A,,,COREAstarA-2010.csv,0,True
338,,2010,A*+A,,,COREAstarA-2010.csv,0,True
343,,2010,A*+A,,,COREAstarA-2010.csv,0,True
346,,2010,A*+A,,,COREAstarA-2010.csv,0,True
371,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1839,,2010,A*+A,,,COREAstarA-2010.csv,0,True
369,,2010,A*+A,,,COREAstarA-2010.csv,0,True
370,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1245,,2010,A*+A,,,COREAstarA-2010.csv,0,True
124,,2010,A*+A,,,COREAstarA-2010.csv,0,True
376,,2010,A*+A,,,COREAstarA-2010.csv,0,True
383,,2010,A*+A,,,COREAstarA-2010.csv,0,True
387,,2010,A*+A,,,COREAstarA-2010.csv,0,True
395,,2010,A*+A,,,COREAstarA-2010.csv,0,True
397,,2010,A*+A,,,COREAstarA-2010.csv,0,True
401,,2010,A*+A,,,COREAstarA-2010.csv,0,True
408,,2010,A*+A,,,COREAstarA-2010.csv,0,True
415,,2010,A*+A,,,COREAstarA-2010.csv,0,True
417,,2010,A*+A,,,COREAstarA-2010.csv,0,True
448,,2010,A*+A,,,COREAstarA-2010.csv,0,True
463,,2010,A*+A,,,COREAstarA-2010.csv,0,True
468,,2010,A*+A,,,COREAstarA-2010.csv,0,True
473,,2010,A*+A,,,COREAstarA-2010.csv,0,True
477,,2010,A*+A,,,COREAstarA-2010.csv,0,True
479,,2010,A*+A,,,COREAstarA-2010.csv,0,True
484,,2010,A*+A,,,COREAstarA-2010.csv,0,True
486,,2010,A*+A,,,COREAstarA-2010.csv,0,True
491,,2010,A*+A,,,COREAstarA-2010.csv,0,True
487,,2010,A*+A,,,COREAstarA-2010.csv,0,True
488,,2010,A*+A,,,COREAstarA-2010.csv,0,True
499,,2010,A*+A,,,COREAstarA-2010.csv,0,True
511,,2010,A*+A,,,COREAstarA-2010.csv,0,True
514,,2010,A*+A,,,COREAstarA-2010.csv,0,True
515,,2010,A*+A,,,COREAstarA-2010.csv,0,True
517,,2010,A*+A,,,COREAstarA-2010.csv,0,True
525,,2010,A*+A,,,COREAstarA-2010.csv,0,True
526,,2010,A*+A,,,COREAstarA-2010.csv,0,True
528,,2010,A*+A,,,COREAstarA-2010.csv,0,True
531,,2010,A*+A,,,COREAstarA-2010.csv,0,True
533,,2010,A*+A,,,COREAstarA-2010.csv,0,True
546,,2010,A*+A,,,COREAstarA-2010.csv,0,True
556,,2010,A*+A,,,COREAstarA-2010.csv,0,True
557,,2010,A*+A,,,COREAstarA-2010.csv,0,True
561,,2010,A*+A,,,COREAstarA-2010.csv,0,True
572,,2010,A*+A,,,COREAstarA-2010.csv,0,True
575,,2010,A*+A,,,COREAstarA-2010.csv,0,True
577,,2010,A*+A,,,COREAstarA-2010.csv,0,True
582,,2010,A*+A,,,COREAstarA-2010.csv,0,True
588,,2010,A*+A,,,COREAstarA-2010.csv,0,True
589,,2010,A*+A,,,COREAstarA-2010.csv,0,True
597,,2010,A*+A,,,COREAstarA-2010.csv,0,True
599,,2010,A*+A,,,COREAstarA-2010.csv,0,True
600,,2010,A*+A,,,COREAstarA-2010.csv,0,True
604,,2010,A*+A,,,COREAstarA-2010.csv,0,True
605,,2010,A*+A,,,COREAstarA-2010.csv,0,True
607,,2010,A*+A,,,COREAstarA-2010.csv,0,True
609,,2010,A*+A,,,COREAstarA-2010.csv,0,True
2061,,2010,A*+A,,,COREAstarA-2010.csv,0,True
617,,2010,A*+A,,,COREAstarA-2010.csv,0,True
623,,2010,A*+A,,,COREAstarA-2010.csv,0,True
632,,2010,A*+A,,,COREAstarA-2010.csv,0,True
2074,,2010,A*+A,,,COREAstarA-2010.csv,0,True
638,,2010,A*+A,,,COREAstarA-2010.csv,0,True
642,,2010,A*+A,,,COREAstarA-2010.csv,0,True
648,,2010,A*+A,,,COREAstarA-2010.csv,0,True
646,,2010,A*+A,,,COREAstarA-2010.csv,0,True
649,,2010,A*+A,,,COREAstarA-2010.csv,0,True
669,,2010,A*+A,,,COREAstarA-2010.csv,0,True
672,,2010,A*+A,,,COREAstarA-2010.csv,0,True
676,,2010,A*+A,,,COREAstarA-2010.csv,0,True
674,,2010,A*+A,,,COREAstarA-2010.csv,0,True
678,,2010,A*+A,,,COREAstarA-2010.csv,0,True
685,,2010,A*+A,,,COREAstarA-2010.csv,0,True
688,,2010,A*+A,,,COREAstarA-2010.csv,0,True
690,,2010,A*+A,,,COREAstarA-2010.csv,0,True
691,,2010,A*+A,,,COREAstarA-2010.csv,0,True
693,,2010,A*+A,,,COREAstarA-2010.csv,0,True
694,,2010,A*+A,,,COREAstarA-2010.csv,0,True
695,,2010,A*+A,,,COREAstarA-2010.csv,0,True
702,,2010,A*+A,,,COREAstarA-2010.csv,0,True
708,,2010,A*+A,,,COREAstarA-2010.csv,0,True
725,,2010,A*+A,,,COREAstarA-2010.csv,0,True
745,,2010,A*+A,,,COREAstarA-2010.csv,0,True
748,,2010,A*+A,,,COREAstarA-2010.csv,0,True
750,,2010,A*+A,,,COREAstarA-2010.csv,0,True
752,,2010,A*+A,,,COREAstarA-2010.csv,0,True
753,,2010,A*+A,,,COREAstarA-2010.csv,0,True
759,,2010,A*+A,,,COREAstarA-2010.csv,0,True
763,,2010,A*+A,,,COREAstarA-2010.csv,0,True
780,,2010,A*+A,,,COREAstarA-2010.csv,0,True
783,,2010,A*+A,,,COREAstarA-2010.csv,0,True
784,,2010,A*+A,,,COREAstarA-2010.csv,0,True
785,,2010,A*+A,,,COREAstarA-2010.csv,0,True
787,,2010,A*+A,,,COREAstarA-2010.csv,0,True
792,,2010,A*+A,,,COREAstarA-2010.csv,0,True
806,,2010,A*+A,,,COREAstarA-2010.csv,0,True
805,,2010,A*+A,,,COREAstarA-2010.csv,0,True
807,,2010,A*+A,,,COREAstarA-2010.csv,0,True
812,,2010,A*+A,,,COREAstarA-2010.csv,0,True
818,,2010,A*+A,,,COREAstarA-2010.csv,0,True
823,,2010,A*+A,,,COREAstarA-2010.csv,0,True
845,,2010,A*+A,,,COREAstarA-2010.csv,0,True
847,,2010,A*+A,,,COREAstarA-2010.csv,0,True
864,,2010,A*+A,,,COREAstarA-2010.csv,0,True
875,,2010,A*+A,,,COREAstarA-2010.csv,0,True
77,,2010,A*+A,,,COREAstarA-2010.csv,0,True
878,,2010,A*+A,,,COREAstarA-2010.csv,0,True
881,,2010,A*+A,,,COREAstarA-2010.csv,0,True
891,,2010,A*+A,,,COREAstarA-2010.csv,0,True
894,,2010,A*+A,,,COREAstarA-2010.csv,0,True
898,,2010,A*+A,,,COREAstarA-2010.csv,0,True
903,,2010,A*+A,,,COREAstarA-2010.csv,0,True
908,,2010,A*+A,,,COREAstarA-2010.csv,0,True
151,,2010,A*+A,,,COREAstarA-2010.csv,0,True
918,,2010,A*+A,,,COREAstarA-2010.csv,0,True
919,,2010,A*+A,,,COREAstarA-2010.csv,0,True
930,,2010,A*+A,,,COREAstarA-2010.csv,0,True
932,,2010,A*+A,,,COREAstarA-2010.csv,0,True
936,,2010,A*+A,,,COREAstarA-2010.csv,0,True
937,,2010,A*+A,,,COREAstarA-2010.csv,0,True
940,,2010,A*+A,,,COREAstarA-2010.csv,0,True
949,,2010,A*+A,,,COREAstarA-2010.csv,0,True
951,,2010,A*+A,,,COREAstarA-2010.csv,0,True
952,,2010,A*+A,,,COREAstarA-2010.csv,0,True
968,,2010,A*+A,,,COREAstarA-2010.csv,0,True
969,,2010,A*+A,,,COREAstarA-2010.csv,0,True
971,,2010,A*+A,,,COREAstarA-2010.csv,0,True
973,,2010,A*+A,,,COREAstarA-2010.csv,0,True
977,,2010,A*+A,,,COREAstarA-2010.csv,0,True
979,,2010,A*+A,,,COREAstarA-2010.csv,0,True
980,,2010,A*+A,,,COREAstarA-2010.csv,0,True
986,,2010,A*+A,,,COREAstarA-2010.csv,0,True
989,,2010,A*+A,,,COREAstarA-2010.csv,0,True
993,,2010,A*+A,,,COREAstarA-2010.csv,0,True
994,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1002,,2010,A*+A,,,COREAstarA-2010.csv,0,True
16,,2010,A*+A,,,COREAstarA-2010.csv,0,True
497,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1015,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1020,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1021,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1022,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1027,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1028,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1033,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1034,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1037,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1048,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1051,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1053,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1063,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1078,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1080,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1100,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1101,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1116,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1118,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1119,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1120,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1121,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1130,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1131,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1135,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1138,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1147,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1152,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1154,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1158,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1159,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1165,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1167,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1171,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1174,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1175,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1191,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1197,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1198,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1199,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1204,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1217,,2010,A*+A,,,COREAstarA-2010.csv,0,True
791,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1209,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1220,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1222,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1224,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1225,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1226,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1227,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1233,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1235,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1239,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1240,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1242,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1243,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1246,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1250,,2010,A*+A,,,COREAstarA-2010.csv,0,True
790,,2010,A*+A,,,COREAstarA-2010.csv,0,True
1256,,2010,A*+A,,,COREAstarA-2010.csv,0,True
